1_elevation,1_slope,1_aspect,1_placurv,1_procurv,1_lsfactor,1_twi,1_geology,1_sdoif,Label 
427,46.23402,73.30076,-0.01257567,-0.01777589,13.44039,3.894845,3,1.327413,0
292,24.09484,333.4349,0.07599435,-0.004270715,4.245126,2.687702,3,1.367995,0
245,37.29208,156.8014,0.007930308,0.01137877,9.714122,3.728168,1,1.260089,0
33,27.01712,281.3099,0.03257848,0.02264522,4.876424,3.917862,3,1.303821,0
204,22.40687,284.0363,-0.03747134,0.007124662,4.49367,3.499357,5,1.304027,0
100,17.5484,251.565,-0.009216421,-0.001819345,5.360121,6.170293,2,1.34372,0
164,37.29208,23.19859,-0.01034593,-0.003445572,13.02709,5.195422,2,1.261624,0
14,8.049467,315,-0.003857604,-0.01173779,0.004409162,10.56376,5,1.355615,0
103,22.40687,165.9638,0.006720684,-0.02051646,5.971976,4.921397,1,1.284252,0
325,26.56505,360,-0.01989786,-0.01596151,7.599725,4.895288,5,1.319911,0
44,31.31116,260.5377,0.04525623,0.009915886,7.080223,3.369015,2,1.324251,0
74,17.5484,108.435,0.02090255,0.02605363,2.840508,2.995275,3,1.311864,0
189,50.2919,318.3665,-0.02757793,-0.05518818,13.01059,3.178649,3,1.292143,1
286,26.56505,126.8699,-0.02675163,-0.01738411,6.931633,4.435205,5,1.337019,0
147,24.09484,63.43495,0.04810839,0.01809767,5.235041,3.735718,3,1.306121,1
721,26.56505,36.8699,0.01276331,0.009297236,6.01792,3.728436,3,1.342693,0
285,12.60438,63.43495,0.002265482,0.000495748,2.596168,4.993653,3,1.334919,0
494,28.3032,201.8014,0.00079227,0.05160031,10.84814,5.277611,3,1.319295,1
214,26.56505,306.8699,0.02608984,0.01805078,5.110734,2.911443,3,1.296461,0
256,24.09484,333.4349,0.0344846,0.02896389,5.457295,3.943611,3,1.308389,1
137,36.05503,344.0546,0.01905542,0.008528808,8.131163,3.072341,1,1.24675,0
231,27.01712,191.3099,0.01704778,0.01053767,5.939527,3.541693,3,1.346095,1
37,32.63194,128.6598,0.005489161,0.00554569,8.108482,3.755621,1,1.248329,0
167,17.5484,108.435,0.02586814,0.0375779,3.536654,4.091266,3,1.294786,0
216,12.60438,26.56505,0.01704177,0.035374,1.842408,3.278839,2,1.265337,0
566,32.31153,288.4349,-0.04064487,-0.003490878,13.42986,6.347933,3,1.356701,0
105,16.69924,360,0.03778709,-0.004683455,3.15819,3.890776,3,1.10547,0
109,33.85452,296.5651,-0.0285785,-0.01849303,9.276931,4.170546,1,1.254397,0
25,24.09484,26.56505,-0.04153349,-0.0108858,7.120256,5.273563,2,1.099694,0
396,27.01712,191.3099,0.006940313,0.004094843,6.994902,4.359454,3,1.317974,0
249,41.98721,360,0.01920701,0.01389358,11.44696,3.738044,3,1.291658,0
134,40.31554,45,0.02500951,0.03016261,9.833532,3.254343,3,1.338641,0
23,5.710593,180,0.005061411,0.02805794,1.141908,6.796121,1,1.314516,0
103,35.79576,326.3099,0.03383448,0.01857946,8.678559,3.448217,3,1.310549,0
483,35.26439,171.8699,-0.003530092,-0.004738952,9.729019,4.123537,3,1.320723,1
477,42.67464,40.6013,-0.000178821,-0.01637147,9.692566,2.796502,3,1.325933,1
254,33.85452,333.4349,-0.01379178,-3.38E-06,11.02114,5.031967,3,1.297034,0
194,22.40687,14.03624,-0.04088503,-0.02533201,6.327474,5.210514,1,1.333721,0
175,12.60438,296.5651,-0.01880357,-0.03354018,4.478468,5.678867,2,1.347651,0
578,38.87666,330.2551,-0.07844426,-0.05121394,20.0908,7.075172,5,1.345107,1
99,22.98977,45,0.02833751,0.02407521,5.229192,4.070608,1,1.249885,0
107,26.56505,126.8699,-0.02931,-0.02034454,10.80162,6.653207,5,1.344464,0
180,29.49621,225,0.004291139,-0.009805055,6.972661,3.716074,3,1.309149,0
130,35.26439,171.8699,-0.000450443,0.000449833,9.824971,4.172607,3,1.296837,0
92,22.98977,135,0.03673594,0.03774648,4.773993,3.615239,3,1.303082,0
99,29.49621,45,-0.01387501,-0.005435908,9.576882,5.302849,3,1.298075,0
148,26.56505,323.1301,-0.1440727,-0.02696977,7.578461,4.881279,3,1.298849,1
35,16.69924,270,-0.01935175,-0.01651006,5.147505,6.333342,3,1.275437,0
125,17.5484,341.5651,0.009919937,0.01490916,4.01479,4.725284,3,1.294935,0
41,24.09484,116.565,0.01105838,-2.44E-05,5.998837,4.416672,3,1.291033,0
121,24.09484,296.5651,0.005069955,-0.007828134,5.779632,4.230544,2,1.150012,0
79,45.14253,84.28941,0.000525077,-0.01983538,13.5605,4.098338,1,1.288528,0
166,33.85452,296.5651,-0.01550279,0.01550156,9.46701,4.271958,1,1.310954,0
394,35.26439,315,0.02818663,-0.000603619,8.893801,3.674744,3,1.364439,0
269,15.79317,225,0.03025717,0.05254556,4.114117,2.856371,3,1.281798,1
502,40.31554,135,0.01244573,0.001348217,10.00388,3.340214,3,1.33002,1
17,31.31116,279.4623,-0.03548401,0.01301178,9.89243,5.041338,2,1.11732,0
373,32.31153,108.435,0.0279781,0.01340129,8.344523,3.968559,3,1.329837,1
334,35.79576,213.6901,0.07585593,0.02069925,7.92761,2.995698,3,1.308663,1
377,17.5484,198.435,0.03770525,0.04781232,2.81461,2.949477,3,1.313378,0
188,22.98977,135,-0.01355007,-0.01679294,7.168607,5.64788,3,1.304733,0
129,33.85452,296.5651,-0.01404979,-0.02457204,10.73408,4.900013,5,1.307691,0
23,19.82703,56.30993,0.03446916,0.03159415,2.958636,2.302585,5,1.341739,0
119,31.31116,350.5377,-0.00826273,0.0165391,10.16442,5.176957,3,1.277566,1
129,31.31116,350.5377,-0.04895917,-0.04201373,7.177011,3.436903,3,1.300486,0
47,19.82703,213.6901,0.008574437,0.005239344,3.20241,2.703782,1,1.317536,0
199,12.60438,116.565,-0.00384563,0.001085621,4.491003,7.733851,3,1.299151,0
218,19.82703,123.6901,-0.001728122,0.004488132,4.795225,4.717046,5,1.145512,0
534,40.51059,69.44395,0.01722282,0.007596512,11.09093,3.823107,3,1.325374,1
59,19.82703,146.3099,-0.01405398,-0.008043802,7.450362,5.497593,2,1.119234,0
431,35.26439,98.1301,0.00661253,-0.0038513,11.07133,4.769764,3,1.328184,0
61,27.01712,168.6901,-0.02103878,-0.02313755,6.633199,4.093982,2,1.321321,0
488,39.50971,165.9638,0.02516403,-0.000330045,11.61244,4.223606,3,1.33335,1
21,5.710593,270,0.01748829,-0.01191716,0.000901423,11.53908,2,1.337716,0
88,30.24626,30.96376,-0.04389437,-0.01403592,12.27093,6.363784,3,1.29263,1
360,35.26439,8.130102,0.0186232,-0.007585604,8.29418,3.325741,3,1.355075,0
45,24.09484,116.565,-0.01119352,-0.01098574,3.999388,2.393934,5,1.341063,0
400,45.56176,168.6901,-0.009167131,-0.03496861,11.59145,3.252254,3,1.281012,0
23,34.99202,180,0.03833254,0.05270216,8.3734,3.427292,2,1.266397,0
23,11.30993,360,0.01105564,0.02223858,1.818018,4.052989,5,1.352764,0
516,52.75478,278.7462,-0.01847922,-0.006340116,14.54526,3.425757,3,1.310322,1
471,45,143.1301,-0.01438467,0.008862214,10.94597,3.048491,3,1.329038,1
213,30.24626,30.96376,-0.02620342,-0.006899607,12.01659,6.259062,3,1.336864,0
173,26.56505,36.8699,0.01933858,0.008248091,5.962041,3.681792,3,1.338718,1
259,45.83452,330.9454,-0.03982645,-0.06775168,11.75727,3.283551,3,1.341746,0
238,17.5484,161.565,-0.1155603,-0.03340823,16.75269,11.8723,3,1.323744,1
237,30.24626,149.0362,-0.004911354,-0.01177444,6.567852,3.238554,3,1.321517,0
227,30.96376,180,-0.011312,-0.0246609,8.255569,4.215865,2,1.321708,0
62,30.24626,210.9638,-0.0156829,-0.006386188,7.770033,4.078992,2,1.115402,0
358,39.50971,284.0363,-0.02467431,-0.00291358,8.951486,2.922319,3,1.317283,1
385,32.31153,108.435,0.03380465,0.002052282,9.833209,4.789359,5,1.329939,1
355,22.98977,45,0.03123374,-0.003653179,4.239773,3.021872,3,1.327513,0
10,35.26439,261.8699,0.01143922,-0.03103326,10.77077,5.517067,5,1.241098,0
347,24.09484,243.435,0.08081315,0.04608138,4.436414,2.908076,3,1.305489,1
694,35.26439,315,-0.006837382,-0.001443867,8.918366,3.688535,3,1.322296,0
245,37.29208,156.8014,0.009826633,0.0260364,10.02806,3.887199,2,1.307563,1
265,24.09484,206.565,-0.005517578,0.01379395,6.511358,4.826585,3,1.297762,0
27,26.56505,126.8699,0.0117612,0.01306607,6.804329,4.342523,2,1.320443,0
68,35.79576,123.6901,0.01953952,0.01080593,8.212066,3.171962,7,1.320229,0
262,27.01712,78.69007,0.01034145,0.02004429,5.873925,3.486162,3,1.290741,1
271,27.01712,258.6901,0.02772064,0.005387268,10.32891,6.308279,5,1.316779,0
289,32.31153,251.565,0.01882914,0.01425436,7.692839,3.561981,3,1.305144,1
490,33.85452,333.4349,0.008717278,-0.000445794,9.792161,4.440804,3,1.35355,0
61,34.99202,270,-0.03011601,-0.008504592,9.122658,3.855798,2,1.310608,1
330,27.01712,281.3099,0.006416084,-0.009179756,9.112114,5.68157,5,1.311349,0
345,24.09484,296.5651,-0.0365723,-0.02411618,8.272442,6.023493,3,1.325033,0
179,12.60438,116.565,0.009083592,0.01296841,1.807697,6.550804,5,1.320819,0
364,17.5484,251.565,-0.1159441,-0.01096269,17.25128,12.01479,3,1.318789,0
160,37.29208,113.1986,0.009905734,0.009404569,10.44902,4.092807,3,1.293833,1
176,35.26439,261.8699,0.00985913,0.02048389,8.571744,3.490327,3,1.302435,0
63,24.09484,63.43495,0.01083507,0.00019002,8.176886,5.965401,1,1.309352,0
360,39.50971,14.03624,-0.02507905,0.000247502,11.96391,4.372694,5,1.330509,0
99,12.60438,206.565,0.000716295,-0.0144016,0.000388332,11.54369,3,1.276866,0
411,29.49621,225,-0.007512687,-0.01179884,7.909239,4.346247,2,1.307895,0
320,19.82703,236.3099,0.04672348,0.01120377,3.6817,3.395816,3,1.304142,1
343,31.31116,80.53768,0.008254165,-0.008251723,7.782835,3.842092,3,1.368837,1
101,29.49621,45,0.000186696,-0.01122124,6.920924,3.678835,2,1.3619,0
310,35.79576,56.30993,-0.005645314,0.000108204,10.79312,4.538484,3,1.302572,1
225,30.96376,90,0.008242173,0.01106935,8.763076,4.51416,2,1.304135,0
592,12.60438,116.565,-0.004366481,-0.01765989,1.152254,4.383206,3,1.347626,0
120,41.98721,270,0.00683118,-0.01511914,13.71962,4.643557,3,1.280274,1
108,24.09484,333.4349,0.005314999,-0.0218659,5.883477,4.319584,3,1.295908,0
117,35.26439,261.8699,0.008249358,-0.005489348,9.409898,3.956781,7,1.313702,0
332,30.24626,329.0363,0.02160175,0.0556419,8.228106,4.365399,3,1.331838,1
187,24.09484,243.435,0.05866178,0.02133822,4.509712,2.990011,2,1.338235,0
4,22.40687,345.9637,-0.005733402,-0.0016908,0.7225941,5.308954,2,1.286843,0
299,31.31116,260.5377,0.04191339,0.03808417,7.617852,3.734961,3,1.313504,0
443,8.049467,45,0.002157873,-0.007643713,3.905005,5.383061,3,1.31285,0
289,30.24626,149.0362,0.009164168,0.0101498,6.732,3.361981,2,1.35909,0
135,27.01712,348.6901,-0.007473819,0.007472598,6.197554,3.75432,2,1.341055,0
179,35.79576,303.6901,-0.000117356,-0.008157791,9.998173,4.155951,3,1.312008,1
400,29.49621,45,0.008854706,-0.000578339,7.239497,3.903847,3,1.322484,0
531,35.26439,171.8699,0.01908631,0.02780334,7.960135,3.120201,3,1.330294,1
60,24.09484,243.435,-0.01529576,-0.02055507,8.676928,6.262182,1,1.285097,0
228,40.31554,135,-0.01576146,0.004727522,17.49518,6.134979,2,1.357537,1
67,28.3032,248.1986,-0.02417634,-0.02272003,8.330785,4.900312,1,1.248387,0
316,39.50971,284.0363,-0.01668651,0.02220409,8.740494,2.803055,3,1.30373,0
531,22.98977,315,-0.000713414,-0.004799282,6.013819,4.769624,3,1.319968,1
116,31.31116,170.5377,-0.01092329,-0.0221657,8.595986,4.338966,2,1.104237,0
90,19.82703,56.30993,0.02278131,0.03799506,6.075812,3.773522,3,1.307512,0
135,27.01712,78.69007,0.02953298,0.03665964,5.672336,3.311551,3,1.294669,0
280,33.85452,296.5651,0.02079106,0.006794387,8.955448,3.994203,5,1.313856,1
137,30.96376,270,-0.02402343,-0.0228711,10.1151,5.23157,3,1.280603,0
330,32.31153,341.5651,0.03307922,0.01930359,8.465154,4.040323,3,1.329599,0
495,19.82703,146.3099,0.000870715,-0.00638341,4.585789,4.493754,3,1.321681,0
234,32.63194,321.3402,0.01176789,-0.000731515,7.75267,3.531254,3,1.301117,1
394,33.85452,116.565,-0.0042426,0.004237717,11.13551,5.083588,3,1.329942,1
88,19.82703,236.3099,-0.01676477,-0.002566893,5.315613,5.232185,5,1.305408,0
118,37.29208,246.8014,-0.03967262,-0.007223131,11.11936,4.403703,3,1.304696,1
167,58.24314,68.19859,-0.0206437,-0.004195168,14.25023,2.689261,3,1.303829,1
79,5.710593,360,-0.03155569,0.009523832,4.32329,8.335368,1,1.321996,1
121,40.51059,249.444,-0.01025591,-0.01733015,13.68163,4.872738,3,1.311146,0
235,22.98977,315,-0.02441877,-0.01144549,5.404211,4.235216,3,1.332963,0
323,30.24626,300.9637,-0.01326409,-0.03087653,7.324975,3.784069,3,1.298941,0
168,27.01712,168.6901,-0.000126652,0.002886662,7.509808,4.714596,2,1.351383,1
366,37.99073,140.1944,-0.003791052,-0.004487756,9.554564,3.517374,3,1.311318,1
521,22.40687,345.9637,0.02127443,0.04769529,4.147658,3.098727,3,1.343303,0
297,35.79576,123.6901,0.08142381,0.0399507,7.601432,2.785623,3,1.359188,1
44,38.65981,90,0.02002744,0.01312838,8.932086,2.49428,7,1.304329,0
337,17.5484,341.5651,0.01369674,0.01389115,3.50349,4.044158,3,1.300959,0
98,24.09484,206.565,0.04359888,0.02536535,4.369153,2.83169,2,1.281064,0
451,33.85452,243.435,-0.0158123,-0.009011923,8.650677,3.82108,3,1.359494,1
38,53.14728,347.0054,-0.003855969,0.03426826,13.4464,2.985132,2,1.101374,0
10,17.5484,198.435,0.001025199,-0.01753132,0.000554561,12.29617,3,1.294949,0
311,22.40687,345.9637,0.004388624,0.001126512,5.240613,4.268199,3,1.314139,0
390,26.56505,323.1301,0.002513855,0.02783038,5.782657,3.529044,3,1.353812,0
401,29.49621,135,0.009486495,0.001543779,8.125356,4.481036,3,1.329849,1
54,22.98977,315,0.008519191,0.008032627,5.842286,4.624934,2,1.348116,0
432,32.31153,18.43495,0.03533958,0.02258523,7.827894,3.649,3,1.369069,0
704,30.96376,270,-0.008525245,-0.002514795,8.284194,4.233171,3,1.358978,0
60,26.56505,90,-0.01195913,0.03955648,5.488915,3.268381,1,1.27093,0
290,22.40687,255.9638,-0.005497385,-0.002778982,5.246021,4.273357,5,1.315508,1
824,28.3032,21.80141,-0.01964204,-0.005182181,7.884466,4.624996,3,1.341242,0
63,22.40687,345.9637,-0.03822719,-0.03630528,5.414185,4.43112,3,1.291349,0
287,33.85452,63.43495,-0.01209078,0.001055629,9.774987,4.432027,3,1.308192,1
295,41.81031,26.56505,-0.002642627,-0.008394971,10.36584,3.270579,5,1.334901,0
468,17.5484,198.435,-0.004563923,0.001844196,3.04002,3.33468,3,1.318219,0
454,32.31153,18.43495,0.02576573,0.02665126,7.492226,3.429862,3,1.369103,0
171,26.56505,90,0.03152611,0.00985328,5.941183,3.664269,3,1.33762,1
74,21.80141,360,0.02485201,-0.008301104,5.974877,5.123271,3,1.285623,0
302,32.31153,198.435,0.00383646,0.001681118,7.813781,3.639977,3,1.286274,0
648,40.70319,54.46232,0.05067261,0.01829224,8.812308,2.640925,3,1.368504,0
581,48.74736,322.125,0.07354039,0.09749477,12.02728,2.989883,3,1.312551,0
160,5.710593,360,0.008071167,0.01954114,0.000901689,8.786978,2,1.277656,0
238,38.87666,277.125,-0.02470292,0.02468339,8.954374,3.034574,3,1.301265,1
158,36.05503,254.0546,0.04045958,0.009226695,8.53406,3.314148,2,1.29032,0
85,19.82703,213.6901,-0.00240161,-0.00035779,5.203773,5.125863,1,1.287892,0
131,44.71062,225,0.007241057,-0.007242888,11.48085,3.330135,3,1.311076,0
171,33.85452,116.565,0.04189707,0.01879141,7.111824,2.841686,3,1.304675,1
169,24.09484,26.56505,-0.01592485,-0.006141795,9.943493,6.943437,5,1.354014,0
168,43.33172,327.9946,-0.002192874,-0.006081052,12.00748,3.764432,2,1.344719,0
200,28.3032,111.8014,0.002949665,0.005329144,9.692888,5.657485,3,1.337255,0
124,16.69924,90,0.02749289,0.0167106,4.124516,3.258257,3,1.336175,0
382,26.56505,323.1301,0.008275937,0.0220683,7.1726,4.606069,2,1.31505,0
460,22.98977,45,-0.02998776,-0.00866947,2.441473,3.026453,3,1.31603,0
22,16.69924,270,0.01644666,0.01673251,1.667176,3.667705,5,1.343445,0
331,35.26439,188.1301,0.03128961,0.01285101,9.072099,3.773989,3,1.340923,1
561,16.69924,270,0.02263846,0.03254709,3.283506,4.08534,3,1.320137,0
235,28.3032,68.19859,0.01400414,0.01082129,6.552266,3.699578,3,1.365192,1
409,24.09484,26.56505,-0.01608725,-0.005980617,6.849612,5.079804,3,1.29515,0
250,31.31116,350.5377,-0.006042522,-0.05459835,10.01804,5.108536,3,1.286215,0
356,38.65981,180,-0.0469726,-0.01929693,10.6107,3.921563,3,1.304965,1
87,22.40687,165.9638,-0.01060448,0.01606286,7.642893,6.154889,2,1.338799,0
383,62.75035,348.1113,-0.009897351,0.001625867,17.87177,3.348113,3,1.367447,1
285,30.24626,120.9638,-0.007622358,-0.008930376,7.086094,3.618291,3,1.289289,0
293,27.01712,258.6901,0.01670507,0.01908351,5.739606,3.3705,3,1.343141,0
686,29.49621,45,-0.009250099,-0.001775292,9.293977,5.152922,3,1.348432,0
220,31.31116,80.53768,0.01188511,0.02120571,7.118691,3.396108,3,1.294817,1
169,48.74736,217.875,-0.02310592,-0.03206741,12.83917,3.316501,3,1.305415,1
36,22.40687,345.9637,-0.004218393,-0.01497228,3.363573,3.856504,5,1.364135,0
130,30.24626,30.96376,0.01433892,0.002211982,7.602448,3.969971,3,1.355205,0
151,28.3032,248.1986,0.03660315,0.007537472,6.234716,3.451189,5,1.360414,1
214,31.31116,9.462322,0.02512629,0.00245794,7.544983,3.686903,2,1.341809,0
431,24.09484,116.565,0.02254211,0.01055848,4.891849,3.396696,3,1.284347,0
87,42.67464,139.3987,-0.02103959,-0.04240828,14.28158,4.73456,1,1.274408,0
204,17.5484,198.435,0.01377613,-0.01653248,3.850636,4.516552,2,1.279738,0
336,27.01712,258.6901,0.0143003,-0.01433693,7.025826,4.38151,3,1.302342,0
235,35.26439,188.1301,0.01113151,0.02197152,9.34599,3.922708,3,1.340271,1
182,27.01712,191.3099,-0.02426022,-0.02815555,7.108802,4.440215,2,1.328927,0
241,16.69924,270,-0.06312581,0.002421468,5.707624,6.849795,2,1.180305,0
412,42.16205,263.6598,0.01259909,0.01773295,10.25793,3.161572,3,1.287459,0
13,30.96376,360,0.006338007,-0.003600962,5.925061,3.660702,2,1.221684,0
38,19.82703,303.6901,0.002877527,-0.002877222,4.141724,3.984503,2,1.139437,0
178,27.01712,281.3099,0.009725163,0.004068783,6.288605,3.827243,5,1.36072,1
29,22.98977,45,0.002701123,5.75E-05,4.904944,3.750542,2,1.103854,0
86,17.5484,71.56505,-0.01318216,-0.008865571,4.275929,4.109903,1,1.268827,0
195,12.60438,206.565,-0.03500226,0.001900451,4.012263,7.170249,3,1.306687,1
88,28.3032,338.1986,-0.01898596,-0.01963038,7.196164,4.168264,1,1.238182,0
57,22.40687,255.9638,-0.01198273,0.006465155,8.211563,6.513724,1,1.273441,0
209,22.98977,315,-0.0141391,-0.01896637,8.025973,6.212738,3,1.311464,1
264,22.40687,14.03624,-0.02087189,-0.03154022,5.699832,4.688191,3,1.368594,0
415,31.31116,170.5377,0.01316801,-0.0048892,7.967032,3.959049,3,1.301634,0
253,22.40687,75.96375,0.008641236,0.002152221,4.439914,3.439183,3,1.365788,1
204,19.82703,123.6901,-0.01955707,-0.002730532,3.931196,3.723662,2,1.105307,0
308,45,53.1301,0.01632849,0.01401575,10.54547,2.862117,3,1.29187,0
121,36.05503,254.0546,0.04922783,0.005944895,10.10921,4.161057,3,1.28392,1
27,26.56505,53.1301,-0.02140764,-0.0282527,8.903769,5.687101,5,1.29422,0
87,35.79576,326.3099,-0.02074756,-0.004080325,15.08042,6.210926,3,1.337193,1
71,41.98721,90,-0.01272908,-0.01487956,18.09102,6.026502,1,1.251518,0
106,26.56505,180,0.04256813,-0.001234513,5.919284,3.645806,2,1.293829,0
195,30.24626,149.0362,0.001152579,-0.006668936,8.292362,4.404294,3,1.361647,1
420,45.14253,185.7106,-0.02750005,0.00267339,14.12871,4.303576,3,1.314253,0
410,19.82703,326.3099,0.01908642,0.008506349,3.090658,2.520863,3,1.286907,0
438,38.87666,209.7449,-0.04945948,-0.008467766,13.13074,4.948644,3,1.312407,1
264,35.26439,188.1301,-0.0203822,0.01486706,11.73595,5.061255,3,1.320158,0
141,19.82703,123.6901,0.006154208,0.007637296,4.460166,4.354872,5,1.317833,0
316,8.049467,135,0.001994737,0.01176015,0.9708705,3.444879,3,1.288323,0
52,24.09484,116.565,-0.01076255,0.008003758,8.441455,6.124618,3,1.275297,0
668,31.31116,260.5377,0.04030798,0.01210901,6.601977,3.019335,3,1.36786,0
302,27.01712,101.3099,0.007718255,0.00331446,7.995133,5.027711,3,1.321569,1
229,26.56505,306.8699,0.01975247,0.002317842,5.778551,3.525493,3,1.295575,1
354,35.79576,213.6901,0.02357475,0.03435494,7.796299,2.912186,3,1.316043,1
150,21.80141,270,0.07681046,0.01697494,3.962983,3.070438,3,1.299637,1
364,32.63194,321.3402,-0.02942117,-0.04780539,12.13463,5.771382,3,1.368183,1
356,22.40687,75.96375,0.01635467,0.02502229,5.291273,4.316302,3,1.289474,0
321,32.31153,288.4349,-0.004887455,-0.000627682,9.520186,4.627604,3,1.297694,0
84,24.09484,206.565,-0.01740049,-0.01846133,7.250147,5.363954,2,1.279593,0
253,16.69924,270,0.008942275,0.02691832,3.676486,4.650569,3,1.301704,0
129,24.09484,26.56505,-0.02579477,-0.02937918,6.524927,4.836993,2,1.355244,1
291,37.29208,293.1986,0.000212234,-0.01680403,8.445233,3.2629,3,1.334055,1
246,29.49621,315,-0.02450016,-0.01683285,7.961394,4.38059,5,1.309606,0
53,19.82703,213.6901,0.009438358,0.009872249,4.146393,3.990137,2,1.329359,0
176,21.80141,360,0.01598965,0.003321871,5.649244,4.843061,3,1.306387,0
587,32.31153,161.565,0.01500399,0.007066323,7.624946,3.517658,3,1.347733,0
204,31.31116,350.5377,0.009102303,0.010208,8.306641,4.167765,3,1.299099,1
156,30.96376,270,-0.01923792,-0.005588736,10.44289,5.391033,3,1.361225,1
303,22.40687,194.0362,0.001148373,-0.00390228,6.629169,5.443405,3,1.323915,0
97,17.5484,288.4349,-1.81E-06,-0.01657351,5.961002,6.701553,5,1.342525,0
67,16.69924,90,-0.03810076,-0.01711774,7.177457,7.995507,2,1.262428,0
84,21.80141,180,0.008496675,-0.000238618,4.871272,4.102229,1,1.287278,0
488,35.26439,171.8699,0.01486445,0.007205859,8.762691,3.600486,3,1.320693,1
128,26.56505,216.8699,0.01483116,0.001719135,8.134125,5.235068,5,1.29516,0
281,24.09484,26.56505,-0.00738788,-0.009164854,6.459441,4.786558,3,1.331245,0
210,16.69924,270,-0.003031757,0.01962844,2.681844,3.094413,2,1.323054,0
671,15.79317,45,0.06134639,0.0516663,2.213651,2.525729,3,1.361612,0
224,32.63194,141.3402,-0.01701504,-0.007810396,8.258924,3.847538,3,1.304473,1
81,34.99202,90,0.002653534,0.01389859,10.97083,4.77819,2,1.25225,0
430,32.31153,108.435,0.04464415,0.01880311,6.737098,2.898678,2,1.301232,0
94,11.30993,180,4.11E-05,0.002773834,2.711068,6.074368,3,1.312896,0
151,22.40687,14.03624,0.04589899,0.0175495,4.261043,3.233577,2,1.280473,0
446,16.69924,360,0.01379482,0.007833595,1.011629,6.212706,3,1.312807,0
399,24.09484,116.565,-0.000876342,0.02014636,5.888592,3.619063,3,1.28325,0
83,24.09484,63.43495,-0.0408905,-0.003246459,6.638384,4.923187,3,1.275568,1
88,29.49621,45,0.001423934,-0.009700301,9.012203,4.998986,3,1.285689,0
45,22.98977,225,0.03051217,0.008109047,4.55657,3.382174,7,1.292664,1
176,27.01712,348.6901,0.01326926,-0.004995332,6.343923,3.871033,2,1.317009,0
269,12.60438,206.565,-0.01927886,-0.008321241,5.243055,8.507994,5,1.310176,0
312,35.26439,351.8699,-0.008555533,0.01131432,9.010824,3.740104,2,1.287488,0
46,29.49621,45,0.004937947,-0.005010884,7.794737,4.273333,3,1.294876,1
473,31.31116,260.5377,-0.005267857,-0.008530972,9.550163,4.86528,5,1.319634,0
309,16.69924,180,-0.01405648,-0.01076774,5.073666,6.271377,5,1.317388,0
24,17.5484,18.43495,-0.007937195,-0.03608502,1.350719,7.697328,7,1.306058,0
121,40.31554,225,0.002385542,0.000372637,10.77009,3.709214,3,1.294052,1
128,33.85452,26.56505,0.06689141,0.03793647,7.480999,3.094724,1,1.250232,0
179,31.31116,170.5377,-0.01133422,-0.01349488,8.382957,4.213492,3,1.316102,0
529,28.3032,21.80141,0.01382415,0.02754304,5.398503,2.731132,3,1.321026,0
290,24.09484,153.435,-0.02852818,-0.02392787,8.580965,8.542136,5,1.330343,0
637,39.50971,345.9637,-0.01568566,0.03224328,12.53561,4.60609,3,1.349749,0
88,5.710593,270,0.02388885,0.01753998,0.000661321,8.249904,5,1.296928,0
178,31.31116,99.46232,0.0418187,0.01609023,6.742362,3.12454,3,1.28044,1
48,26.56505,90,0.0223403,0.005245453,6.338942,3.988287,3,1.275484,0
151,28.3032,158.1986,-0.04899369,-0.01445602,10.14479,5.885326,2,1.315758,0
93,30.96376,270,-0.03084005,-0.02433329,13.31851,6.607197,5,1.224302,0
262,32.63194,321.3402,-0.01981364,-0.0105306,7.804281,3.56443,2,1.284544,1
192,12.60438,153.435,0.03443739,0.03477281,0.6667229,4.218688,3,1.318587,0
183,24.09484,206.565,-0.004831688,-0.006201026,8.750825,6.304585,3,1.316893,0
270,30.24626,59.03624,0.01502124,0.007034428,6.506882,3.191921,3,1.283506,0
205,31.31116,350.5377,0.01716444,-0.000611708,7.881535,3.905102,5,1.318435,0
56,11.30993,360,-0.04717843,-0.0629293,0.001872897,12.21553,1,1.259276,0
538,42.67464,282.5288,0.003925849,-0.003935615,11.16075,3.501724,3,1.366611,0
212,26.56505,233.1301,0.003650312,-0.000889082,6.865583,4.387332,3,1.362864,1
87,35.26439,351.8699,0.02318823,0.03198389,8.277772,3.31584,3,1.277475,0
134,56.71381,156.8014,0.03131748,0.001786767,12.19063,2.078253,2,1.286095,0
144,26.56505,180,0.03188535,-0.004296238,6.36546,4.009161,3,1.344489,1
43,28.3032,158.1986,0.02831038,-0.00624098,6.624668,3.754524,2,1.216858,0
277,38.65981,180,0.01995393,0.002111504,10.27353,3.760101,3,1.295261,1
212,24.09484,63.43495,-0.01203221,-0.007280535,15.74631,9.241875,5,1.336197,0
25,22.40687,165.9638,-0.005567196,0.002646969,6.636639,5.449036,1,1.272674,0
224,30.24626,210.9638,-0.001492432,-0.009543945,7.631186,3.988836,2,1.109534,0
369,52.51306,212.4712,-0.000614237,0.0199282,16.59657,4.115101,3,1.363041,0
114,28.3032,158.1986,-0.02421871,-0.01440189,10.2666,5.945005,5,1.344707,0
301,42.16205,83.65981,0.01921735,0.005614198,10.46004,3.259127,3,1.360714,0
301,17.5484,198.435,-0.03950552,-0.01843393,6.729702,7.308014,3,1.300975,1
